database,service,phase,status,table_name,chinese_name,field_order,field_name,data_type,meaning,rules
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,1,id,BIGINT,评测用例主键,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,3,dataset_id,BIGINT,评测数据集编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,4,case_no,VARCHAR(100),用例编号,数据集内唯一
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,5,question,TEXT,评测问题,可能包含企业知识
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,6,reference_answer,MEDIUMTEXT,参考答案,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,7,expected_document_ids_json,JSON,预期命中文档编号集合,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,8,expected_chunk_ids_json,JSON,预期命中切片编号集合,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,9,tags_json,JSON,业务领域和问题类型标签,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,10,difficulty,VARCHAR(20),难度,EASY/MEDIUM/HARD
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,11,status,TINYINT,用例状态,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,12,created_by,BIGINT,创建人用户编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,13,created_at,DATETIME(3),创建时间,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,14,updated_by,BIGINT,最后更新人用户编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_case,RAG 评测用例表,15,updated_at,DATETIME(3),最后更新时间,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,1,id,BIGINT,评测运行主键,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,3,dataset_id,BIGINT,评测数据集编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,4,knowledge_base_id,BIGINT,知识库编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,5,retrieval_config_id,BIGINT,检索配置编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,6,model_code,VARCHAR(100),生成回答使用的模型编码,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,7,run_name,VARCHAR(150),评测运行名称,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,8,run_status,VARCHAR(20),运行状态,PENDING/RUNNING/SUCCESS/FAILED/CANCELLED
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,9,total_cases,INT,用例总数,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,10,completed_cases,INT,已完成用例数,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,11,metrics_json,JSON,汇总指标,Precision、Recall、Faithfulness 等
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,12,started_by,BIGINT,发起评测用户编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,13,started_at,DATETIME(3),开始时间,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,14,finished_at,DATETIME(3),结束时间,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_run,RAG 评测运行表,15,created_at,DATETIME(3),创建时间,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,1,id,BIGINT,评测结果主键,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,2,tenant_id,BIGINT,所属租户编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,3,run_id,BIGINT,评测运行编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,4,case_id,BIGINT,评测用例编号,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,5,generated_answer,MEDIUMTEXT,模型生成答案,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,6,retrieved_chunk_ids_json,JSON,实际命中切片编号集合,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,7,precision_at_k,"DECIMAL(8,6)",Precision@K,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,8,recall_at_k,"DECIMAL(8,6)",Recall@K,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,9,faithfulness_score,"DECIMAL(8,6)",回答忠实度分数,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,10,answer_relevance_score,"DECIMAL(8,6)",回答相关性分数,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,11,latency_ms,BIGINT,单用例总耗时,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,12,token_usage_json,JSON,Token 使用明细,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,13,judge_detail_json,JSON,评审模型或人工评审详情,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,14,error_code,VARCHAR(100),失败错误码,
eap_knowledge,knowledge-service,RAG 评测与调优,规划,kb_evaluation_result,RAG 评测结果表,15,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,1,id,BIGINT,Agent 主键,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,3,agent_code,VARCHAR(100),Agent 编码,租户内唯一
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,4,agent_name,VARCHAR(150),Agent 名称,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,5,description,VARCHAR(2000),Agent 用途说明,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,6,owner_user_id,BIGINT,Agent 负责人用户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,7,active_version_id,BIGINT,当前生效版本编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,8,visibility,VARCHAR(20),可见范围,PRIVATE/TENANT/PUBLIC
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,9,status,TINYINT,Agent 状态,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,10,version,INT,乐观锁版本号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,11,deleted,TINYINT,逻辑删除标记,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,12,created_by,BIGINT,创建人用户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,13,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,14,updated_by,BIGINT,最后更新人用户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_definition,Agent 定义表,15,updated_at,DATETIME(3),最后更新时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,1,id,BIGINT,Agent 版本主键,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,3,agent_id,BIGINT,Agent 编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,4,version_no,INT,版本号,同一 Agent 内递增
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,5,system_prompt,MEDIUMTEXT,Agent 系统提示词,敏感
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,6,model_code,VARCHAR(100),默认模型编码,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,7,knowledge_base_ids_json,JSON,可访问知识库编号集合,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,8,memory_strategy,VARCHAR(30),记忆策略,NONE/CONVERSATION/SUMMARY/VECTOR
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,9,max_iterations,INT,最大推理和工具迭代次数,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,10,timeout_ms,INT,单次 Agent 运行超时,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,11,parameters_json,JSON,模型和执行参数,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,12,publish_status,VARCHAR(20),版本状态,DRAFT/PUBLISHED/RETIRED
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,13,change_note,VARCHAR(1000),版本变更说明,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,14,published_by,BIGINT,发布人用户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,15,published_at,DATETIME(3),发布时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,16,created_by,BIGINT,创建人用户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_version,Agent 版本表,17,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,1,id,BIGINT,Agent 运行主键,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,3,agent_id,BIGINT,Agent 编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,4,agent_version_id,BIGINT,执行时使用的 Agent 版本,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,5,conversation_id,BIGINT,关联 AI 会话编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,6,user_id,BIGINT,发起用户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,7,request_id,VARCHAR(64),请求链路编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,8,input_text,MEDIUMTEXT,用户输入,敏感
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,9,run_status,VARCHAR(20),运行状态,PENDING/RUNNING/SUCCESS/FAILED/CANCELLED/TIMEOUT
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,10,final_output,MEDIUMTEXT,Agent 最终输出,敏感
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,11,iteration_count,INT,实际迭代次数,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,12,prompt_tokens,INT,输入 Token 总数,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,13,completion_tokens,INT,输出 Token 总数,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,14,total_tokens,INT,Token 总数,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,15,latency_ms,BIGINT,运行总耗时,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,16,error_code,VARCHAR(100),失败错误码,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,17,error_message,VARCHAR(2000),脱敏后的失败说明,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,18,started_at,DATETIME(3),开始时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,19,finished_at,DATETIME(3),结束时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run,Agent 运行表,20,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,1,id,BIGINT,运行步骤主键,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,3,run_id,BIGINT,Agent 运行编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,4,step_no,INT,步骤序号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,5,step_type,VARCHAR(30),步骤类型,PLAN/MODEL/RETRIEVAL/TOOL/FINAL
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,6,step_status,VARCHAR(20),步骤状态,PENDING/RUNNING/SUCCESS/FAILED/SKIPPED
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,7,input_json,JSON,步骤输入快照,字段级脱敏
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,8,output_json,JSON,步骤输出快照,字段级脱敏
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,9,reasoning_summary,TEXT,面向运维的决策摘要,只保存可审计摘要，不保存隐藏推理过程
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,10,tool_name,VARCHAR(150),涉及的工具名称,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,11,tool_call_id,BIGINT,工具调用记录编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,12,started_at,DATETIME(3),步骤开始时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,13,finished_at,DATETIME(3),步骤结束时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,14,latency_ms,BIGINT,步骤耗时,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,15,error_code,VARCHAR(100),失败错误码,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,16,error_message,VARCHAR(2000),脱敏后的失败说明,
eap_agent,agent-service,Agent 与 MCP,规划,agent_run_step,Agent 运行步骤表,17,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,1,id,BIGINT,工具主键,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,3,tool_code,VARCHAR(100),工具编码,租户内唯一
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,4,tool_name,VARCHAR(150),工具名称,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,5,tool_type,VARCHAR(20),工具类型,JAVA/HTTP/MCP
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,6,description,VARCHAR(2000),工具用途说明,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,7,input_schema_json,JSON,输入 JSON Schema,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,8,output_schema_json,JSON,输出 JSON Schema,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,9,endpoint_url,VARCHAR(1000),HTTP 工具目标地址,敏感
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,10,http_method,VARCHAR(10),HTTP 请求方法,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,11,auth_type,VARCHAR(30),认证类型,NONE/API_KEY/BEARER/OAUTH2/MCP
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,12,auth_config_ciphertext,TEXT,加密后的认证配置,禁止回显
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,13,timeout_ms,INT,调用超时时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,14,retry_policy_json,JSON,重试策略,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,15,status,TINYINT,工具状态,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,16,version,INT,乐观锁版本号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,17,deleted,TINYINT,逻辑删除标记,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,18,created_by,BIGINT,创建人用户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,19,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,20,updated_by,BIGINT,最后更新人用户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool,Agent 工具定义表,21,updated_at,DATETIME(3),最后更新时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_binding,Agent 工具绑定表,1,id,BIGINT,绑定主键,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_binding,Agent 工具绑定表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_binding,Agent 工具绑定表,3,agent_id,BIGINT,Agent 编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_binding,Agent 工具绑定表,4,agent_version_id,BIGINT,Agent 版本编号,为空表示定义级默认绑定
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_binding,Agent 工具绑定表,5,tool_id,BIGINT,工具编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_binding,Agent 工具绑定表,6,enabled,TINYINT,是否启用,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_binding,Agent 工具绑定表,7,permission_mode,VARCHAR(20),调用审批模式,AUTO/CONFIRM/DENY
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_binding,Agent 工具绑定表,8,config_json,JSON,该 Agent 的工具参数覆盖,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_binding,Agent 工具绑定表,9,sort_order,INT,工具展示或选择顺序,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_binding,Agent 工具绑定表,10,created_by,BIGINT,创建人用户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_binding,Agent 工具绑定表,11,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,1,id,BIGINT,工具调用主键,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,3,run_id,BIGINT,Agent 运行编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,4,step_id,BIGINT,Agent 运行步骤编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,5,tool_id,BIGINT,统一工具编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,6,mcp_server_id,BIGINT,MCP Server 编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,7,mcp_tool_id,BIGINT,MCP 工具编号,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,8,call_id,VARCHAR(100),调用唯一标识,用于幂等和链路追踪
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,9,request_json,JSON,脱敏后的调用参数,敏感
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,10,response_json,JSON,脱敏后的调用结果,敏感
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,11,call_status,VARCHAR(20),调用状态,PENDING/RUNNING/SUCCESS/FAILED/TIMEOUT/CANCELLED
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,12,latency_ms,BIGINT,调用耗时,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,13,retry_count,INT,重试次数,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,14,error_code,VARCHAR(100),失败错误码,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,15,error_message,VARCHAR(2000),脱敏后的失败说明,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,16,started_at,DATETIME(3),调用开始时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,17,finished_at,DATETIME(3),调用结束时间,
eap_agent,agent-service,Agent 与 MCP,规划,agent_tool_call,工具调用记录表,18,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,1,id,BIGINT,MCP Server 主键,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,3,server_code,VARCHAR(100),Server 编码,租户内唯一
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,4,server_name,VARCHAR(150),Server 名称,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,5,transport_type,VARCHAR(30),传输方式,STDIO/SSE/STREAMABLE_HTTP
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,6,endpoint_url,VARCHAR(1000),远程 MCP 地址,敏感
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,7,command,VARCHAR(500),STDIO 启动命令,仅允许受控白名单
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,8,args_json,JSON,STDIO 启动参数,敏感
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,9,environment_ciphertext,TEXT,加密后的环境变量,最高机密
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,10,headers_ciphertext,TEXT,加密后的请求头,最高机密
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,11,protocol_version,VARCHAR(30),最近协商的 MCP 协议版本,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,12,health_status,VARCHAR(20),健康状态,UNKNOWN/UP/DOWN/DEGRADED
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,13,last_health_check_at,DATETIME(3),最后健康检查时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,14,status,TINYINT,配置状态,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,15,version,INT,乐观锁版本号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,16,deleted,TINYINT,逻辑删除标记,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,17,created_by,BIGINT,创建人用户编号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,18,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,19,updated_by,BIGINT,最后更新人用户编号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_server,MCP Server 配置表,20,updated_at,DATETIME(3),最后更新时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,1,id,BIGINT,MCP 工具主键,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,3,server_id,BIGINT,MCP Server 编号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,4,tool_name,VARCHAR(200),协议工具名称,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,5,display_name,VARCHAR(200),平台展示名称,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,6,description,TEXT,工具说明,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,7,input_schema_json,JSON,输入 JSON Schema,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,8,output_schema_json,JSON,输出 JSON Schema,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,9,enabled,TINYINT,是否允许使用,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,10,discovered_at,DATETIME(3),最近发现时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,11,schema_hash,VARCHAR(128),能力 Schema 摘要,用于检测服务端变更
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,12,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_tool,MCP 工具目录表,13,updated_at,DATETIME(3),更新时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,1,id,BIGINT,MCP 资源主键,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,2,tenant_id,BIGINT,所属租户编号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,3,server_id,BIGINT,MCP Server 编号,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,4,resource_uri,VARCHAR(1000),MCP 资源 URI,敏感
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,5,resource_name,VARCHAR(255),资源名称,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,6,description,TEXT,资源说明,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,7,mime_type,VARCHAR(100),资源 MIME 类型,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,8,enabled,TINYINT,是否允许读取,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,9,discovered_at,DATETIME(3),最近发现时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,10,metadata_json,JSON,资源扩展元数据,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,11,created_at,DATETIME(3),创建时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_resource,MCP 资源目录表,12,updated_at,DATETIME(3),更新时间,
eap_agent,agent-service,Agent 与 MCP,规划,mcp_prompt,MCP Prompt 目录表,1,id,BIGINT,MCP Prompt 主键,
